0,9,5
1,9,5
2,9,5
3,9,5
4,9,5
5,9,5
6,9,5
7,9,5
8,9,5
9,9,5
10,9,5
11,9,5
12,9,5
13,9,5
14,9,5
15,9,5
16,9,5
17,9,5
18,9,5
19,9,5
20,9,5
21,9,5
22,9,5
23,9,5
24,9,5
25,9,5
26,9,5
27,9,5
28,9,5
29,9,5
30,9,5
31,9,5
32,9,5
33,9,5
34,9,5
35,10,5
36,10,5
37,10,5
38,10,5
39,10,5
40,10,5
41,10,5
42,10,5
43,10,5
44,10,5
45,10,5
46,10,5
47,10,5
48,10,5
49,10,5
50,10,5
51,10,5
52,10,5
53,10,5
54,10,5
55,10,5
56,10,5
57,10,5
58,10,5
59,10,5
60,10,5
61,10,5
62,10,5
63,10,5
64,10,5
65,10,5
66,10,5
67,10,5
68,10,5
69,10,5
70,10,5
71,10,5
72,10,5
73,10,5
74,10,5
75,10,5
76,10,5
77,10,5
78,10,5
79,10,5
80,10,5
81,10,5
82,10,5
83,10,5
84,10,5
85,10,5
86,10,5
87,10,5
88,10,5
89,10,5
90,10,5
91,10,5
92,10,5
93,10,5
94,10,5
95,10,5
96,10,5
97,10,5
98,10,5
99,10,5
100,10,5
101,10,5
102,9,5
103,9,5
104,9,5
105,9,5
106,9,5
107,9,5
108,9,5
109,9,5
110,9,5
111,9,5
112,9,5
113,9,5
114,9,5
115,9,5
116,9,5
117,9,5
118,9,5
119,9,5
120,9,5
121,9,5
122,9,5
123,9,5
124,9,5
125,9,5
126,9,5
127,9,5
128,9,5
129,9,5
130,9,5
131,9,5
132,9,5
133,9,5
134,9,5
135,9,5
136,9,5
137,9,5
138,9,5
139,9,5
140,9,5
141,9,5
142,9,5
143,9,5
144,9,5
145,9,5
146,9,5
147,9,5
148,9,5
149,9,5
150,9,5
151,9,5
152,9,5
153,9,5
154,9,5
155,9,5
156,9,5
157,9,5
158,9,5
159,9,5
160,9,5
161,9,5
162,9,5
163,9,5
164,9,5
165,9,5
166,9,5
167,9,5
168,9,5
169,9,5
170,9,5
171,9,5
172,9,5
173,9,5
174,9,5
175,9,5
176,9,5
177,9,5
178,9,5
179,9,5
180,9,5
181,9,5
182,9,5
183,9,5
184,9,5
185,9,5
186,9,5
187,9,5
188,9,5
189,9,5
190,9,5
191,9,5
192,9,5
193,9,5
194,9,5
195,9,5
196,9,5
197,9,5
198,9,5
199,9,5
200,9,5
201,9,5
202,9,5
203,9,5
204,9,5
205,9,5
206,9,5
207,9,5
208,9,5
209,9,5
210,9,5
211,9,5
212,9,5
213,9,5
214,9,5
215,9,5
216,9,5
217,9,5
218,9,5
219,9,5
220,9,5
221,9,5
222,9,5
223,9,5
224,9,5
225,9,5
226,9,5
227,9,5
228,9,5
229,9,5
230,9,5
231,9,5
232,9,5
233,9,5
234,9,5
235,9,5
236,9,5
237,9,5
238,9,5
239,9,5
240,9,5
241,9,5
242,9,5
243,9,5
244,9,5
245,8,5
246,8,5
247,8,5
248,8,5
249,8,5
250,8,5
251,8,5
252,8,5
253,8,5
254,8,5
255,8,5
256,8,5
257,8,5
258,8,5
259,8,5
260,8,5
261,8,5
262,8,5
263,8,5
264,8,5
265,8,5
266,8,5
267,8,5
268,8,5
269,8,5
270,8,5
271,8,5
272,8,5
273,8,5
274,8,5
275,8,5
276,8,5
277,8,5
278,8,5
279,8,5
280,8,5
281,8,5
282,8,5
283,8,5
284,8,5
285,8,5
286,8,5
287,8,5
288,8,5
289,8,5
290,8,5
291,8,5
292,8,5
293,8,5
294,8,5
295,8,5
296,7,5
297,7,5
298,7,5
299,7,5
300,7,5
301,7,5
302,7,5
303,7,5
304,7,5
305,7,5
306,7,5
307,7,5
308,7,5
309,7,5
310,7,5
311,7,5
312,7,5
313,7,5
314,7,5
315,7,5
316,7,5
317,7,5
318,7,5
319,7,5
320,7,5
321,7,5
322,7,5
323,7,5
324,7,5
325,7,5
326,7,5
327,7,5
328,7,5
329,7,5
330,7,5
331,7,5
332,7,5
333,7,5
334,7,5
335,7,5
336,7,5
337,7,5
338,7,5
339,7,5
340,7,5
341,7,5
342,7,5
343,7,5
344,7,5
345,7,5
346,6,5
347,6,5
348,6,5
349,6,5
350,6,5
351,6,5
352,6,5
353,6,5
354,6,5
355,6,5
356,6,5
357,6,5
358,6,5
359,6,5
360,6,5
361,6,5
362,6,5
363,6,5
364,6,5
365,6,5
366,6,5
367,6,5
368,6,5
369,6,5
370,6,5
371,6,5
372,6,5
373,6,5
374,6,5
375,6,5
376,6,5
377,6,5
378,6,5
379,6,5
380,6,5
381,6,5
382,6,5
383,6,5
384,6,5
385,6,5
386,6,5
387,6,5
388,6,5
389,6,5
390,6,5
391,6,5
392,6,5
393,6,5
394,6,5
395,6,5
396,6,5
397,6,5
398,6,5
399,6,5
400,6,5
401,6,5
402,6,5
403,6,5
404,6,5
405,6,5
406,6,5
407,6,5
408,6,5
409,6,5
410,6,5
411,6,5
412,6,5
413,6,5
414,6,5
415,6,5
416,6,5
417,6,5
418,6,5
419,6,5
420,6,5
421,6,5
422,6,5
423,6,5
424,6,5
425,6,5
426,6,5
427,6,5
428,6,5
429,6,5
430,6,5
431,6,5
432,6,5
433,6,5
434,6,5
435,6,5
436,6,5
437,6,5
438,6,5
439,6,5
440,6,5
441,6,5
442,6,5
443,6,5
444,6,5
445,6,5
446,6,5
447,6,5
448,6,5
449,6,5
450,6,5
451,6,5
452,6,5
453,6,5
454,6,5
455,6,5
456,6,5
457,6,5
458,6,5
459,6,5
460,6,5
461,6,5
462,6,5
463,6,5
464,6,5
465,6,5
466,6,5
467,6,5
468,6,5
469,6,5
470,6,5
471,6,5
472,6,5
473,6,5
474,6,5
475,6,5
476,6,5
477,6,5
478,6,5
479,6,5
480,6,5
481,6,5
482,6,5
483,6,5
484,6,5
485,6,5
486,6,5
487,6,5
488,6,5
489,6,5
490,6,5
491,6,5
492,6,5
493,6,5
494,6,5
495,6,5
496,6,5
497,6,5
498,6,5
499,6,5
500,6,5
501,6,5
502,6,5
503,6,5
504,6,5
505,6,5
506,6,5
507,6,5
508,6,5
509,6,5
510,6,5
511,6,5
512,6,5
513,6,5
514,6,5
515,6,5
516,6,5
517,6,5
518,6,5
519,6,5
520,6,5
521,6,5
522,6,5
523,6,5
524,6,5
525,6,5
526,6,5
527,6,5
528,6,5
529,6,5
530,6,5
531,6,5
532,6,5
533,6,5
534,6,5
535,6,5
536,6,5
537,5,5
538,5,5
539,5,5
540,5,5
541,5,5
542,5,5
543,5,5
544,5,5
545,5,5
546,5,5
547,5,5
548,5,5
549,5,5
550,5,5
551,5,5
552,5,5
553,5,5
554,5,5
555,5,5
556,5,5
557,5,5
558,5,5
559,5,5
560,5,5
561,5,5
562,5,5
563,5,5
564,5,5
565,5,5
566,5,5
567,5,5
568,5,5
569,5,5
570,5,5
571,5,5
572,5,5
573,5,5
574,5,5
575,5,5
576,5,5
